userId,userSessionId,teamLevel,platformType,count_gameclicks,gameclicks_category,count_hits,hits_percent,hits_percent_category,count_buyId,avg_price,total_buy
256,16607,1,android,444,MEDIUM,57,13,MEDIUM,0,0,0
1146,16663,3,mac,201,MEDIUM,19,9,LOW,0,0,0
1884,16664,3,android,234,MEDIUM,23,10,MEDIUM,0,0,0
2182,16665,3,windows,183,MEDIUM,26,14,MEDIUM,1,3,3
397,16666,3,iphone,208,MEDIUM,32,15,MEDIUM,2,15,30
2244,16676,5,iphone,93,LOW,13,14,MEDIUM,3,11.67,35.01
2129,16701,5,iphone,109,MEDIUM,9,8,LOW,0,0,0
2227,16702,5,iphone,104,MEDIUM,11,11,MEDIUM,2,11.5,23
1090,16703,3,iphone,163,MEDIUM,20,12,MEDIUM,0,0,0
1734,16712,3,android,304,MEDIUM,32,11,MEDIUM,0,0,0
1051,16713,3,iphone,331,MEDIUM,34,10,MEDIUM,0,0,0
150,16714,3,iphone,294,MEDIUM,34,12,MEDIUM,0,0,0
689,16721,5,android,117,MEDIUM,10,9,LOW,0,0,0
861,16764,5,linux,56,LOW,7,13,MEDIUM,0,0,0
1422,16765,4,android,62,LOW,8,13,MEDIUM,0,0,0
709,16795,4,android,421,MEDIUM,35,8,LOW,0,0,0
1563,16796,4,iphone,470,MEDIUM,44,9,LOW,1,5,5
1003,16807,5,windows,116,MEDIUM,12,10,MEDIUM,0,0,0
966,16825,2,iphone,147,MEDIUM,14,10,MEDIUM,0,0,0
800,16826,2,windows,142,MEDIUM,12,8,LOW,0,0,0
1249,16827,4,windows,349,MEDIUM,44,13,MEDIUM,1,1,1
973,16828,4,iphone,310,MEDIUM,39,13,MEDIUM,1,20,20
191,16855,4,android,66,LOW,6,9,LOW,0,0,0
1823,16856,2,iphone,153,MEDIUM,24,16,MEDIUM,0,0,0
1068,16857,1,linux,31,LOW,5,16,MEDIUM,0,0,0
339,16883,5,android,148,MEDIUM,21,14,MEDIUM,0,0,0
726,16884,5,iphone,113,MEDIUM,12,11,MEDIUM,2,15,30
1547,16892,3,iphone,269,MEDIUM,26,10,MEDIUM,0,0,0
1830,16893,3,iphone,315,MEDIUM,33,10,MEDIUM,0,0,0
66,16894,3,android,279,MEDIUM,35,13,MEDIUM,0,0,0
1071,16907,5,android,53,LOW,9,17,MEDIUM,0,0,0
2067,16951,5,android,101,MEDIUM,13,13,MEDIUM,0,0,0
1537,16952,1,android,42,LOW,7,17,MEDIUM,0,0,0
1634,16980,3,iphone,523,HIGH,49,9,LOW,0,0,0
1190,16981,3,iphone,486,MEDIUM,51,10,MEDIUM,1,20,20
2128,17017,3,android,412,MEDIUM,41,10,MEDIUM,1,3,3
1517,17018,3,windows,427,MEDIUM,36,8,LOW,0,0,0
911,17037,3,android,837,HIGH,93,11,MEDIUM,0,0,0
409,17044,5,iphone,104,MEDIUM,5,5,LOW,0,0,0
2106,17065,3,iphone,135,MEDIUM,14,10,MEDIUM,0,0,0
784,17156,3,android,318,MEDIUM,28,9,LOW,0,0,0
1527,17157,3,windows,298,MEDIUM,35,12,MEDIUM,1,1,1
1868,17158,3,iphone,302,MEDIUM,30,10,MEDIUM,0,0,0
1644,17165,5,android,96,LOW,10,10,MEDIUM,0,0,0
305,17205,5,android,41,LOW,4,10,MEDIUM,1,3,3
1087,17236,2,mac,120,MEDIUM,14,12,MEDIUM,0,0,0
923,17237,2,android,135,MEDIUM,17,13,MEDIUM,2,4,8
1477,17258,2,iphone,688,HIGH,81,12,MEDIUM,2,5,10
971,17326,2,android,188,MEDIUM,21,11,MEDIUM,0,0,0
1298,17327,2,iphone,201,MEDIUM,16,8,LOW,0,0,0
1068,17328,2,linux,182,MEDIUM,21,12,MEDIUM,0,0,0
168,17329,2,iphone,214,MEDIUM,29,14,MEDIUM,0,0,0
1141,17330,2,android,219,MEDIUM,21,10,MEDIUM,0,0,0
1537,17331,2,android,227,MEDIUM,27,12,MEDIUM,0,0,0
1121,17425,5,iphone,78,LOW,10,13,MEDIUM,0,0,0
1528,17483,5,iphone,101,MEDIUM,14,14,MEDIUM,0,0,0
1495,17484,5,iphone,145,MEDIUM,16,11,MEDIUM,3,11.67,35.01
296,17485,4,android,172,MEDIUM,14,8,LOW,0,0,0
1803,17529,2,iphone,481,MEDIUM,53,11,MEDIUM,1,20,20
436,17557,5,android,523,HIGH,70,13,MEDIUM,0,0,0
2255,17558,5,android,523,HIGH,48,9,LOW,0,0,0
1418,17559,5,linux,767,HIGH,73,10,MEDIUM,0,0,0
897,17560,5,android,756,HIGH,71,9,LOW,0,0,0
1403,17569,5,iphone,80,LOW,12,15,MEDIUM,2,15,30
2256,17600,3,android,418,MEDIUM,44,11,MEDIUM,0,0,0
461,17601,3,iphone,461,MEDIUM,49,11,MEDIUM,0,0,0
2307,17602,5,iphone,250,MEDIUM,24,10,MEDIUM,0,0,0
1759,17603,5,iphone,291,MEDIUM,40,14,MEDIUM,0,0,0
23,17604,5,android,263,MEDIUM,20,8,LOW,0,0,0
2142,17605,5,android,284,MEDIUM,43,15,MEDIUM,2,3,6
720,17615,5,windows,108,MEDIUM,7,6,LOW,0,0,0
2073,17646,5,android,46,LOW,5,11,MEDIUM,1,3,3
1289,17647,5,iphone,72,LOW,3,4,LOW,0,0,0
356,17648,4,iphone,270,MEDIUM,38,14,MEDIUM,0,0,0
395,17649,3,windows,189,MEDIUM,17,9,LOW,0,0,0
2043,17650,2,android,151,MEDIUM,23,15,MEDIUM,0,0,0
604,17678,4,linux,265,MEDIUM,31,12,MEDIUM,0,0,0
1944,17679,4,android,264,MEDIUM,23,9,LOW,0,0,0
498,17680,4,android,296,MEDIUM,35,12,MEDIUM,0,0,0
1306,17681,4,android,268,MEDIUM,31,12,MEDIUM,0,0,0
944,17716,5,android,25,LOW,2,8,LOW,0,0,0
1148,17746,5,windows,61,LOW,7,11,MEDIUM,0,0,0
2031,17761,2,iphone,867,HIGH,81,9,LOW,0,0,0
1140,17804,1,android,111,MEDIUM,7,6,LOW,0,0,0
1915,17822,4,iphone,211,MEDIUM,33,16,MEDIUM,0,0,0
1500,17823,4,android,207,MEDIUM,24,12,MEDIUM,0,0,0
2344,17824,4,android,204,MEDIUM,24,12,MEDIUM,0,0,0
1837,17825,4,iphone,211,MEDIUM,23,11,MEDIUM,1,10,10
1946,17826,4,android,195,MEDIUM,16,8,LOW,0,0,0
902,17837,5,android,56,LOW,4,7,LOW,0,0,0
1000,17853,4,iphone,685,HIGH,78,11,MEDIUM,1,20,20
584,17860,5,android,86,LOW,16,19,MEDIUM,0,0,0
1024,17880,5,iphone,79,LOW,8,10,MEDIUM,0,0,0
1509,17881,5,mac,19,LOW,3,16,MEDIUM,0,0,0
2190,17882,5,windows,56,LOW,3,5,LOW,2,3,6
1760,17932,3,android,12,LOW,1,8,LOW,1,3,3
1581,17964,3,android,212,MEDIUM,23,11,MEDIUM,2,11.5,23
399,18013,4,android,524,HIGH,61,12,MEDIUM,0,0,0
1760,18014,4,android,513,HIGH,60,12,MEDIUM,1,5,5
2259,18027,1,linux,455,MEDIUM,44,10,MEDIUM,0,0,0
977,18066,4,iphone,222,MEDIUM,34,15,MEDIUM,1,10,10
2343,18110,3,android,331,MEDIUM,34,10,MEDIUM,2,4,8
605,18111,3,android,317,MEDIUM,31,10,MEDIUM,0,0,0
1548,18166,5,android,82,LOW,7,9,LOW,1,2,2
531,18167,2,android,289,MEDIUM,28,10,MEDIUM,0,0,0
375,18185,3,iphone,852,HIGH,89,10,MEDIUM,0,0,0
333,18262,5,iphone,94,LOW,8,9,LOW,0,0,0
322,18283,5,iphone,106,MEDIUM,13,12,MEDIUM,0,0,0
1820,18284,5,iphone,63,LOW,6,10,MEDIUM,0,0,0
1577,18285,1,iphone,288,MEDIUM,27,9,LOW,0,0,0
1584,18312,5,windows,88,LOW,8,9,LOW,0,0,0
1337,18330,5,windows,51,LOW,7,14,MEDIUM,0,0,0
1681,18365,4,mac,1,LOW,0,0,ZERO,0,0,0
16,18366,2,iphone,23,LOW,1,4,LOW,0,0,0
1016,18371,5,windows,135,MEDIUM,13,10,MEDIUM,0,0,0
855,18372,5,iphone,128,MEDIUM,21,16,MEDIUM,0,0,0
2267,18373,5,linux,125,MEDIUM,14,11,MEDIUM,0,0,0
2081,18374,5,android,132,MEDIUM,12,9,LOW,2,11.5,23
388,18375,5,iphone,139,MEDIUM,14,10,MEDIUM,2,15,30
1422,18376,5,android,131,MEDIUM,17,13,MEDIUM,1,3,3
191,18377,5,android,134,MEDIUM,20,15,MEDIUM,0,0,0
1681,18378,5,mac,128,MEDIUM,15,12,MEDIUM,2,3,6
10,18403,2,linux,764,HIGH,81,11,MEDIUM,1,1,1
2269,18410,1,windows,587,HIGH,64,11,MEDIUM,0,0,0
256,18419,2,android,406,MEDIUM,41,10,MEDIUM,1,3,3
1140,18420,2,android,443,MEDIUM,40,9,LOW,0,0,0
756,18432,5,android,50,LOW,5,10,MEDIUM,0,0,0
1676,18433,2,windows,101,MEDIUM,4,4,LOW,0,0,0
730,18504,3,windows,288,MEDIUM,28,10,MEDIUM,0,0,0
1097,18505,3,iphone,270,MEDIUM,19,7,LOW,2,20,40
16,18506,3,iphone,270,MEDIUM,27,10,MEDIUM,0,0,0
2254,18514,5,android,137,MEDIUM,16,12,MEDIUM,1,3,3
1925,18529,3,android,143,MEDIUM,16,11,MEDIUM,0,0,0
668,18537,4,linux,61,LOW,12,20,MEDIUM,0,0,0
1811,18582,5,iphone,28,LOW,4,14,MEDIUM,1,10,10
37,18583,5,windows,212,MEDIUM,17,8,LOW,0,0,0
1210,18604,3,iphone,72,LOW,10,14,MEDIUM,1,5,5
1936,18605,3,android,110,MEDIUM,6,5,LOW,0,0,0
180,18661,5,android,70,LOW,7,10,MEDIUM,0,0,0
1079,18688,5,android,134,MEDIUM,14,10,MEDIUM,0,0,0
765,18704,5,iphone,39,LOW,5,13,MEDIUM,1,10,10
715,18754,5,iphone,23,LOW,2,9,LOW,0,0,0
2000,18852,5,android,26,LOW,2,8,LOW,0,0,0
985,18903,5,android,9,LOW,0,0,ZERO,0,0,0
969,18943,5,iphone,41,LOW,4,10,MEDIUM,1,20,20
2293,18992,5,iphone,327,MEDIUM,27,8,LOW,1,5,5
1019,18993,5,windows,348,MEDIUM,38,11,MEDIUM,2,1,2
296,18994,5,android,336,MEDIUM,51,15,MEDIUM,0,0,0
1111,18995,4,android,330,MEDIUM,35,11,MEDIUM,0,0,0
832,18996,4,iphone,305,MEDIUM,37,12,MEDIUM,0,0,0
1090,18997,4,iphone,280,MEDIUM,26,9,LOW,0,0,0
2106,18998,4,iphone,319,MEDIUM,23,7,LOW,0,0,0
420,19008,5,windows,48,LOW,6,13,MEDIUM,1,3,3
418,19009,1,iphone,108,MEDIUM,16,15,MEDIUM,0,0,0
1317,19031,5,android,550,HIGH,72,13,MEDIUM,0,0,0
1911,19032,5,linux,576,HIGH,52,9,LOW,1,1,1
1376,19039,5,windows,50,LOW,3,6,LOW,0,0,0
738,19040,4,iphone,106,MEDIUM,8,8,LOW,0,0,0
1355,19052,4,android,294,MEDIUM,34,12,MEDIUM,0,0,0
206,19053,2,android,3,LOW,0,0,ZERO,0,0,0
286,19074,5,iphone,39,LOW,1,3,LOW,1,5,5
966,19138,3,iphone,138,MEDIUM,18,13,MEDIUM,0,0,0
800,19139,3,windows,163,MEDIUM,15,9,LOW,0,0,0
1823,19140,3,iphone,130,MEDIUM,19,15,MEDIUM,0,0,0
1087,19141,3,mac,117,MEDIUM,12,10,MEDIUM,1,3,3
923,19142,3,android,113,MEDIUM,15,13,MEDIUM,0,0,0
206,19143,3,android,125,MEDIUM,10,8,LOW,0,0,0
1953,19190,5,windows,42,LOW,4,10,MEDIUM,0,0,0
1484,19191,5,android,30,LOW,3,10,MEDIUM,0,0,0
2295,19209,3,linux,174,MEDIUM,18,10,MEDIUM,0,0,0
1809,19239,4,android,388,MEDIUM,50,13,MEDIUM,1,3,3
1730,19240,4,android,361,MEDIUM,33,9,LOW,2,3,6
1018,19281,4,windows,288,MEDIUM,31,11,MEDIUM,0,0,0
1701,19282,4,windows,249,MEDIUM,35,14,MEDIUM,0,0,0
38,19283,4,iphone,292,MEDIUM,30,10,MEDIUM,0,0,0
46,19284,4,windows,266,MEDIUM,25,9,LOW,0,0,0
497,19309,5,android,30,LOW,1,3,LOW,0,0,0
1267,19310,3,iphone,19,LOW,1,5,LOW,0,0,0
2361,19358,5,iphone,14,LOW,2,14,MEDIUM,1,10,10
2012,19359,3,windows,134,MEDIUM,17,13,MEDIUM,0,0,0
1667,19429,5,iphone,60,LOW,6,10,MEDIUM,0,0,0
1468,19430,3,iphone,58,LOW,6,10,MEDIUM,0,0,0
2356,19467,4,android,1207,HIGH,121,10,MEDIUM,0,0,0
392,19477,5,android,209,MEDIUM,26,12,MEDIUM,0,0,0
922,19509,4,iphone,292,MEDIUM,34,12,MEDIUM,0,0,0
1502,19510,4,iphone,313,MEDIUM,28,9,LOW,0,0,0
1210,19511,4,iphone,333,MEDIUM,38,11,MEDIUM,2,7.5,15
366,19537,5,android,37,LOW,2,5,LOW,0,0,0
1044,19578,1,iphone,281,MEDIUM,31,11,MEDIUM,2,7.5,15
1146,19599,4,mac,279,MEDIUM,32,11,MEDIUM,2,3.5,7
1884,19600,4,android,274,MEDIUM,27,10,MEDIUM,0,0,0
2182,19601,4,windows,271,MEDIUM,24,9,LOW,0,0,0
397,19602,4,iphone,287,MEDIUM,38,13,MEDIUM,0,0,0
472,19611,5,android,15,LOW,0,0,ZERO,0,0,0
1841,19612,5,mac,59,LOW,5,8,LOW,0,0,0
186,19613,4,android,301,MEDIUM,33,11,MEDIUM,0,0,0
290,19656,1,linux,21,LOW,4,19,MEDIUM,0,0,0
1734,19693,4,android,404,MEDIUM,41,10,MEDIUM,2,3,6
1051,19694,4,iphone,145,MEDIUM,15,10,MEDIUM,0,0,0
150,19695,4,iphone,419,MEDIUM,35,8,LOW,0,0,0
1477,19696,3,iphone,925,HIGH,100,11,MEDIUM,2,15,30
161,19706,3,windows,59,LOW,7,12,MEDIUM,0,0,0
2365,19742,3,windows,109,MEDIUM,11,10,MEDIUM,1,1,1
1125,19743,1,android,293,MEDIUM,33,11,MEDIUM,1,3,3
168,19750,3,iphone,225,MEDIUM,27,12,MEDIUM,0,0,0
1141,19751,3,android,235,MEDIUM,25,11,MEDIUM,0,0,0
1537,19752,3,android,197,MEDIUM,29,15,MEDIUM,1,2,2
1676,19753,3,windows,235,MEDIUM,18,8,LOW,0,0,0
971,19754,3,android,213,MEDIUM,18,8,LOW,0,0,0
1298,19755,3,iphone,211,MEDIUM,21,10,MEDIUM,0,0,0
1068,19756,3,linux,205,MEDIUM,23,11,MEDIUM,0,0,0
2043,19757,3,android,194,MEDIUM,22,11,MEDIUM,0,0,0
2275,19800,5,linux,37,LOW,7,19,MEDIUM,0,0,0
1933,19801,5,iphone,216,MEDIUM,20,9,LOW,0,0,0
48,19817,5,android,275,MEDIUM,28,10,MEDIUM,0,0,0
1674,19841,5,android,172,MEDIUM,13,8,LOW,0,0,0
2151,19842,5,android,196,MEDIUM,16,8,LOW,0,0,0
2289,19843,5,iphone,198,MEDIUM,23,12,MEDIUM,0,0,0
1657,19844,5,android,185,MEDIUM,25,14,MEDIUM,1,3,3
1719,19845,5,windows,163,MEDIUM,20,12,MEDIUM,0,0,0
668,19846,5,linux,182,MEDIUM,25,14,MEDIUM,0,0,0
1120,19855,5,android,54,LOW,7,13,MEDIUM,0,0,0
1547,19878,4,iphone,315,MEDIUM,31,10,MEDIUM,0,0,0
1830,19879,4,iphone,324,MEDIUM,27,8,LOW,0,0,0
66,19880,4,android,311,MEDIUM,35,11,MEDIUM,0,0,0
1936,19881,4,android,323,MEDIUM,28,9,LOW,0,0,0
236,19893,5,android,207,MEDIUM,22,11,MEDIUM,0,0,0
957,19894,3,android,81,LOW,7,9,LOW,0,0,0
701,19916,5,windows,10,LOW,1,10,MEDIUM,1,1,1
2259,19927,2,linux,273,MEDIUM,26,10,MEDIUM,0,0,0
418,19928,2,iphone,304,MEDIUM,36,12,MEDIUM,0,0,0
290,19929,2,linux,287,MEDIUM,19,7,LOW,0,0,0
1634,19954,4,iphone,387,MEDIUM,40,10,MEDIUM,1,2,2
1190,19955,4,iphone,404,MEDIUM,54,13,MEDIUM,3,16.67,50.01
1803,19956,3,iphone,493,MEDIUM,49,10,MEDIUM,0,0,0
531,19957,3,android,506,HIGH,51,10,MEDIUM,0,0,0
228,19965,5,android,32,LOW,3,9,LOW,0,0,0
2174,19966,5,iphone,27,LOW,2,7,LOW,1,10,10
2044,20008,3,iphone,104,MEDIUM,9,9,LOW,0,0,0
2128,20015,4,android,285,MEDIUM,32,11,MEDIUM,0,0,0
1517,20016,4,windows,333,MEDIUM,30,9,LOW,0,0,0
1581,20017,4,android,315,MEDIUM,41,13,MEDIUM,1,5,5
1066,20026,5,android,3,LOW,1,33,HIGH,0,0,0
911,20051,4,android,578,HIGH,67,12,MEDIUM,0,0,0
161,20052,4,windows,555,HIGH,54,10,MEDIUM,0,0,0
1069,20060,3,windows,89,LOW,6,7,LOW,0,0,0
1691,20081,5,iphone,12,LOW,2,17,MEDIUM,0,0,0
784,20134,4,android,226,MEDIUM,26,12,MEDIUM,0,0,0
1527,20135,4,windows,233,MEDIUM,28,12,MEDIUM,0,0,0
1868,20136,4,iphone,246,MEDIUM,32,13,MEDIUM,0,0,0
1468,20137,4,iphone,217,MEDIUM,20,9,LOW,0,0,0
2031,20138,3,iphone,352,MEDIUM,35,10,MEDIUM,0,0,0
2136,20148,5,iphone,12,LOW,0,0,ZERO,0,0,0
1369,20149,4,iphone,147,MEDIUM,9,6,LOW,0,0,0
2253,20150,3,iphone,368,MEDIUM,47,13,MEDIUM,0,0,0
103,20170,1,windows,457,MEDIUM,55,12,MEDIUM,0,0,0
1885,20293,5,mac,7,LOW,0,0,ZERO,0,0,0
709,20338,5,android,313,MEDIUM,30,10,MEDIUM,0,0,0
1563,20339,5,iphone,206,MEDIUM,15,7,LOW,1,20,20
977,20340,5,iphone,349,MEDIUM,34,10,MEDIUM,1,10,10
738,20341,5,iphone,324,MEDIUM,25,8,LOW,0,0,0
2269,20342,2,windows,507,HIGH,46,9,LOW,3,1,3
2017,20348,3,android,486,MEDIUM,62,13,MEDIUM,0,0,0
1342,20349,3,mac,129,MEDIUM,11,9,LOW,0,0,0
1249,20361,5,windows,392,MEDIUM,38,10,MEDIUM,2,3,6
973,20362,5,iphone,390,MEDIUM,60,15,MEDIUM,0,0,0
356,20363,5,iphone,398,MEDIUM,46,12,MEDIUM,0,0,0
2113,20370,5,iphone,3,LOW,0,0,ZERO,0,0,0
1161,20371,5,android,11,LOW,1,9,LOW,0,0,0
653,20443,5,iphone,5,LOW,1,20,MEDIUM,0,0,0
624,20510,6,iphone,142,MEDIUM,18,13,MEDIUM,3,8.33,24.99
514,20511,6,windows,148,MEDIUM,13,9,LOW,0,0,0
2103,20512,6,iphone,131,MEDIUM,15,11,MEDIUM,0,0,0
518,20513,6,linux,35,LOW,1,3,LOW,1,1,1
569,20514,6,iphone,137,MEDIUM,18,13,MEDIUM,0,0,0
2353,20515,6,iphone,105,MEDIUM,10,10,MEDIUM,0,0,0
1908,20516,6,android,114,MEDIUM,10,9,LOW,0,0,0
1450,20517,6,android,127,MEDIUM,12,9,LOW,0,0,0
1269,20518,6,iphone,144,MEDIUM,20,14,MEDIUM,0,0,0
261,20519,6,android,118,MEDIUM,21,18,MEDIUM,0,0,0
847,20520,6,windows,137,MEDIUM,12,9,LOW,0,0,0
1337,20521,6,windows,124,MEDIUM,11,9,LOW,2,1.5,3
1175,20522,6,iphone,139,MEDIUM,15,11,MEDIUM,0,0,0
673,20523,6,iphone,149,MEDIUM,12,8,LOW,0,0,0
2314,20524,6,windows,171,MEDIUM,16,9,LOW,0,0,0
2383,20525,6,android,136,MEDIUM,14,10,MEDIUM,0,0,0
1241,20526,6,iphone,158,MEDIUM,10,6,LOW,2,11,22
464,20527,6,iphone,160,MEDIUM,24,15,MEDIUM,1,20,20
1889,20528,6,iphone,140,MEDIUM,14,10,MEDIUM,2,15,30
584,20529,6,android,159,MEDIUM,15,9,LOW,0,0,0
1024,20530,6,iphone,161,MEDIUM,12,7,LOW,0,0,0
1885,20531,6,mac,156,MEDIUM,22,14,MEDIUM,1,20,20
1277,20532,6,windows,89,LOW,10,11,MEDIUM,3,1,3
411,20533,6,iphone,96,LOW,8,8,LOW,0,0,0
1143,20534,6,android,89,LOW,6,7,LOW,4,3.5,14
1652,20535,6,android,102,MEDIUM,10,10,MEDIUM,0,0,0
1082,20536,6,iphone,88,LOW,10,11,MEDIUM,0,0,0
21,20537,6,android,95,LOW,7,7,LOW,0,0,0
1300,20538,6,android,111,MEDIUM,8,7,LOW,3,3,9
900,20539,6,linux,95,LOW,14,15,MEDIUM,0,0,0
2214,20540,6,windows,94,LOW,10,11,MEDIUM,0,0,0
2279,20541,6,iphone,101,MEDIUM,14,14,MEDIUM,0,0,0
371,20542,6,android,93,LOW,12,13,MEDIUM,2,11.5,23
1027,20543,6,iphone,100,MEDIUM,13,13,MEDIUM,3,10.67,32.01
174,20544,6,android,88,LOW,10,11,MEDIUM,0,0,0
1091,20545,6,mac,111,MEDIUM,14,13,MEDIUM,2,2,4
430,20546,6,android,88,LOW,3,3,LOW,2,2.5,5
756,20547,6,android,100,MEDIUM,9,9,LOW,0,0,0
1629,20548,6,iphone,161,MEDIUM,13,8,LOW,0,0,0
1924,20549,6,iphone,124,MEDIUM,18,15,MEDIUM,0,0,0
2222,20550,6,iphone,146,MEDIUM,17,12,MEDIUM,1,20,20
1260,20551,6,iphone,163,MEDIUM,27,17,MEDIUM,0,0,0
222,20552,6,iphone,142,MEDIUM,18,13,MEDIUM,1,5,5
303,20553,6,android,53,LOW,6,11,MEDIUM,0,0,0
390,20554,6,linux,155,MEDIUM,19,12,MEDIUM,0,0,0
1155,20555,6,iphone,150,MEDIUM,28,19,MEDIUM,1,10,10
969,20556,6,iphone,156,MEDIUM,16,10,MEDIUM,2,12.5,25
1623,20557,6,iphone,93,LOW,11,12,MEDIUM,6,9,54
1362,20558,6,iphone,101,MEDIUM,18,18,MEDIUM,1,5,5
1072,20559,6,iphone,95,LOW,12,13,MEDIUM,4,13,52
1513,20560,6,mac,90,LOW,10,11,MEDIUM,0,0,0
1555,20561,6,iphone,100,MEDIUM,11,11,MEDIUM,0,0,0
2208,20562,6,android,99,LOW,17,17,MEDIUM,0,0,0
860,20563,6,iphone,97,LOW,11,11,MEDIUM,0,0,0
271,20564,6,android,88,LOW,11,13,MEDIUM,1,3,3
39,20565,6,android,105,MEDIUM,10,10,MEDIUM,0,0,0
1182,20566,6,iphone,101,MEDIUM,8,8,LOW,0,0,0
1222,20567,6,iphone,92,LOW,7,8,LOW,0,0,0
311,20568,6,iphone,93,LOW,11,12,MEDIUM,0,0,0
449,20569,6,android,86,LOW,9,10,MEDIUM,0,0,0
1658,20570,6,iphone,70,LOW,7,10,MEDIUM,2,12.5,25
849,20571,6,iphone,81,LOW,12,15,MEDIUM,0,0,0
121,20572,6,android,64,LOW,7,11,MEDIUM,2,3,6
1034,20573,6,iphone,67,LOW,9,13,MEDIUM,0,0,0
970,20574,6,iphone,73,LOW,12,16,MEDIUM,3,16.67,50.01
1874,20575,6,mac,60,LOW,12,20,MEDIUM,1,5,5
374,20576,6,android,65,LOW,10,15,MEDIUM,1,3,3
217,20577,6,mac,66,LOW,3,5,LOW,0,0,0
1205,20578,6,android,70,LOW,12,17,MEDIUM,0,0,0
1958,20579,6,android,76,LOW,10,13,MEDIUM,1,3,3
283,20580,6,windows,65,LOW,8,12,MEDIUM,0,0,0
538,20581,6,android,66,LOW,2,3,LOW,0,0,0
1275,20582,6,iphone,77,LOW,10,13,MEDIUM,0,0,0
1076,20583,6,iphone,73,LOW,9,12,MEDIUM,0,0,0
934,20584,6,windows,63,LOW,3,5,LOW,2,1.5,3
1064,20585,6,windows,64,LOW,11,17,MEDIUM,2,1,2
1979,20586,6,iphone,64,LOW,6,9,LOW,0,0,0
1685,20587,6,iphone,68,LOW,9,13,MEDIUM,0,0,0
2187,20588,6,android,62,LOW,7,11,MEDIUM,0,0,0
1066,20589,6,android,72,LOW,4,6,LOW,0,0,0
453,20590,6,android,91,LOW,7,8,LOW,0,0,0
1145,20591,6,windows,111,MEDIUM,20,18,MEDIUM,2,1,2
355,20592,6,iphone,100,MEDIUM,15,15,MEDIUM,3,15,45
1560,20593,6,android,105,MEDIUM,13,12,MEDIUM,0,0,0
1215,20594,6,android,120,MEDIUM,14,12,MEDIUM,0,0,0
2099,20595,6,windows,113,MEDIUM,12,11,MEDIUM,0,0,0
1801,20596,6,android,129,MEDIUM,17,13,MEDIUM,1,3,3
440,20597,6,linux,114,MEDIUM,7,6,LOW,0,0,0
1806,20598,6,iphone,126,MEDIUM,13,10,MEDIUM,2,5,10
1384,20599,6,android,98,LOW,14,14,MEDIUM,2,2,4
719,20600,6,mac,115,MEDIUM,11,10,MEDIUM,0,0,0
2129,20601,6,iphone,118,MEDIUM,13,11,MEDIUM,0,0,0
286,20602,6,iphone,114,MEDIUM,11,10,MEDIUM,2,10,20
1589,20603,6,iphone,46,LOW,4,9,LOW,0,0,0
342,20604,6,android,53,LOW,6,11,MEDIUM,0,0,0
852,20605,6,android,57,LOW,6,11,MEDIUM,0,0,0
30,20606,6,iphone,42,LOW,2,5,LOW,0,0,0
155,20607,6,android,52,LOW,6,12,MEDIUM,0,0,0
1349,20608,6,iphone,37,LOW,5,14,MEDIUM,0,0,0
76,20609,6,windows,44,LOW,3,7,LOW,2,2,4
2149,20610,6,android,38,LOW,2,5,LOW,0,0,0
415,20611,6,iphone,43,LOW,4,9,LOW,1,5,5
204,20612,6,windows,49,LOW,8,16,MEDIUM,0,0,0
60,20613,6,iphone,44,LOW,5,11,MEDIUM,0,0,0
844,20614,6,iphone,61,LOW,5,8,LOW,2,12.5,25
208,20615,6,iphone,52,LOW,5,10,MEDIUM,3,11.67,35.01
157,20616,6,iphone,58,LOW,5,9,LOW,0,0,0
534,20617,6,android,62,LOW,10,16,MEDIUM,0,0,0
90,20618,6,android,54,LOW,9,17,MEDIUM,1,3,3
737,20619,6,windows,42,LOW,5,12,MEDIUM,0,0,0
2348,20620,6,android,62,LOW,7,11,MEDIUM,0,0,0
1717,20621,6,iphone,42,LOW,4,10,MEDIUM,2,10,20
1453,20622,6,iphone,42,LOW,7,17,MEDIUM,0,0,0
1782,20623,6,android,49,LOW,10,20,MEDIUM,3,4,12
1022,20624,6,windows,46,LOW,4,9,LOW,3,1.67,5.01
233,20625,6,android,59,LOW,6,10,MEDIUM,3,3.67,11.01
379,20626,6,mac,57,LOW,2,4,LOW,0,0,0
75,20627,6,iphone,57,LOW,13,23,HIGH,0,0,0
2,20628,6,iphone,52,LOW,3,6,LOW,0,0,0
944,20629,6,android,55,LOW,6,11,MEDIUM,0,0,0
1509,20630,6,mac,61,LOW,6,10,MEDIUM,0,0,0
985,20631,6,android,47,LOW,2,4,LOW,4,2.5,10
472,20632,6,android,53,LOW,6,11,MEDIUM,0,0,0
1807,20633,6,iphone,157,MEDIUM,18,11,MEDIUM,0,0,0
1038,20634,6,android,164,MEDIUM,17,10,MEDIUM,0,0,0
791,20635,6,iphone,185,MEDIUM,21,11,MEDIUM,0,0,0
643,20636,6,android,153,MEDIUM,20,13,MEDIUM,1,3,3
2216,20637,6,iphone,172,MEDIUM,23,13,MEDIUM,1,20,20
357,20638,6,android,155,MEDIUM,15,10,MEDIUM,4,2.75,11
2305,20639,6,iphone,153,MEDIUM,20,13,MEDIUM,0,0,0
339,20640,6,android,177,MEDIUM,16,9,LOW,0,0,0
